track_id,new_url
19P0dOcggnCTCIu51gsp5F,https://www.youtube.com/watch?v=YFwqr_TTtKY
31gZqv2SpnQy58AAmoxPQD,https://www.youtube.com/watch?v=e_faH6ngSIs
5EtJ3keh0umOlQ0kHXvNIS,https://www.youtube.com/watch?v=P1spRaT0q1w
0tIJQNaGHFGhcZGEHJHc9l,https://www.youtube.com/watch?v=uLM2CSpODFY
7JiVHLg0xMXn6ct4VSMyCr,https://www.youtube.com/watch?v=6SlF5gtryBg
4VEzfo8GKXvW1f5oviqM1c,https://www.youtube.com/watch?v=5qotQKjQaoc
4cwLYDk0qjI7hiwVA5TVSn,https://www.youtube.com/watch?v=gRSvTT1cd5k
71v9pFjJn3IT7l7681q0jb,https://www.youtube.com/watch?v=0KzfNb2SRmY
4edX8xopbaXGJN8n1rW7Vk,https://www.youtube.com/watch?v=uGaNsJHqnH4
4gKrD45pSLOwGndDsmtisn,https://www.youtube.com/watch?v=ntZhtYxMLY0
4nqZIOgiliWDxEhOResTub,https://www.youtube.com/watch?v=fduOWTkj8dA
5zr8I8ojNEamAg5q4XbxxU,https://www.youtube.com/watch?v=Wq-tnd8dyjM
0eXHDbzqRZv4lvDoTisa7h,https://www.youtube.com/watch?v=clqIjJAMGgQ
1U5zBsNa68UEC1aHd3rc5j,https://www.youtube.com/watch?v=3phDZinzO_Q
0RT8sKWqX2QcdvjGizhT46,https://www.youtube.com/watch?v=7LrXkTyv_Ag
2WkQHb5B2D2iuA8N6yuDPS,https://www.youtube.com/watch?v=lQQrgmcAtw0
581XtO5wVBE75sIbhsi3E2,https://www.youtube.com/watch?v=yTl2y_GY97A
3zvyEX9xo3IJiXrXdeQnCX,https://www.youtube.com/watch?v=QztFsvBbcbk
3RFpr9aR7pBAFJ1XQnuThq,https://www.youtube.com/watch?v=-b9GQ_nm9pc
335vJ5AwekBqjaj1XjmRnd,https://www.youtube.com/watch?v=fKiS9DPARDg
4qQcBZCSitGQx5WpZXLXRK,https://www.youtube.com/watch?v=lpZ-1yOsaiI
5R83UKYem3OpSmWCvE3Yax,https://www.youtube.com/watch?v=cq9K8XyOQyE
5SFDRa7gqB9AC7v03g2tQJ,https://www.youtube.com/watch?v=qgbJGcwkUH0
56xB3EGgd7qxfzAVji8Fh2,https://www.youtube.com/watch?v=w4ZOJzc6L00
5FDAy3YftIopR4SzAmKnXG,https://www.youtube.com/watch?v=OizpoasWZRU
0KU8W0lHfsNlH7lfV1dz29,https://www.youtube.com/watch?v=CF2ebEXi-cw
3VuPtliMz0oXO9bDnA1CHq,https://www.youtube.com/watch?v=sGHDJvOUPP8
2ex7NzlDpZ7uIqVd6sQIX4,https://www.youtube.com/watch?v=CaLwsUP1Uv0
0tsy6nz8kxejwfHa2MIj42,https://www.youtube.com/watch?v=g20h6j68DIE
6C3vS3o69ZX3JvX0onzFkT,https://www.youtube.com/watch?v=TK252NZp7Nw
0gcznyJedFX8W1AqAbitPa,https://www.youtube.com/watch?v=imUHCFa9jck
5poZz8srlh8P5XjKsHKXj7,https://www.youtube.com/watch?v=tf-OMWCeyDA
5oBcWBVBoGlTacocqeNjkc,https://www.youtube.com/watch?v=sXRJWVvSGIs
5mQgRG6duCYvw2p1cki0mW,https://www.youtube.com/watch?v=QwGClV7JuDc
1uGvxm9aFt0oyUolJt8ooi,https://www.youtube.com/watch?v=YYCic8pBTlo
38yRij5fxQGBPi7lYQnI4T,https://www.youtube.com/watch?v=D9rQTI1f4FI
58FsmlVRQxpjFmXF8vSKMT,https://www.youtube.com/watch?v=s1GOI3vC4tE
0OoOSxxmLGHKS5RWlzFIWz,https://www.youtube.com/watch?v=QhsG-nvaaWg
5yCkmAFBFF4cWdUAiAYnCU,https://www.youtube.com/watch?v=SdhADo-gp7w
1xDo7ZRJGusfMXSrbkPA9N,https://www.youtube.com/watch?v=8eUw9H6oufk
1gMH5aQFddrZrCQUoGBZnX,https://www.youtube.com/watch?v=TTkEpFtbhmw
2VwiV2ilMPFqHBK3VYbX6S,https://www.youtube.com/watch?v=bvY_nfUsWFE
4Ba1bjL3Qa6QB0RYdjUc2k,https://www.youtube.com/watch?v=GoLNdeO-Neo
67v29DhrBpxhzGMeuEsv0t,https://www.youtube.com/watch?v=mHCIqAdFS2A
13hPKoBriB6yPSqPvbRd6A,https://www.youtube.com/watch?v=Ka_uAzQQZ7Q
4OMRT2wSbKKZHRQjuJmV0q,https://www.youtube.com/watch?v=UxPcSLESC40
2I7Ph7hRkjOMgy9WCsE4F3,https://www.youtube.com/watch?v=EFjRKFSrU9k
40Jm35CxoaFseBpfxN6lRy,https://www.youtube.com/watch?v=sI8FD_YDrpY
3EVdjxPeVxFBMcVVnwJhQv,https://www.youtube.com/watch?v=Zy2vtZgIre8
3XUeay5T8hizznK7TilThF,https://www.youtube.com/watch?v=Hg0YvCPC1eI
1fUyoGJs0QM15YnBFUwOVb,https://www.youtube.com/watch?v=mP7-l_1zbSo
5fXOTnYg6sn0UPyksZnXRP,https://www.youtube.com/watch?v=kH2wQ5speuU
5Aquk2RpKdwaMK7s6yFGLA,https://www.youtube.com/watch?v=wmbYabzT4qE
75rxVv0sO1NbAq3FOLRu24,https://www.youtube.com/watch?v=iJwhiGljtkE
2YtAA75fP4EyZcX0jkw7sM,https://www.youtube.com/watch?v=fyOkYctnStE
302iphQDRz3hMJoelyKTh5,https://www.youtube.com/watch?v=ETMMkMDSDLo
6qBqZgJkSTEWOxRiyActxp,https://www.youtube.com/watch?v=EWSjlo4vgTE
2knRILXCUzgUfP10oxsgk3,https://www.youtube.com/watch?v=o733WXabZmM
4WRdIY3cvWLk2yeNw9rMaN,https://www.youtube.com/watch?v=AZvQAoKCNxk
37IB9gTLJognX12EMMvR9T,https://www.youtube.com/watch?v=iWjez8aH1F0
0mIekgyAGvn5vzt0wns4iP,https://www.youtube.com/watch?v=hBhwoj9PeDg
5QQxKrrFJP9qBshsfUSFz8,https://www.youtube.com/watch?v=c1G9wyiz7zg
64J5UDYdnsQflzdSG4yBri,https://www.youtube.com/watch?v=InHpSNEGuSE
0HhBiXAIb31CXqU1fFXAV0,https://www.youtube.com/watch?v=9az1iIeY5UU
1tB6SUQaXIUU4CprvNPwsT,https://www.youtube.com/watch?v=noNcHNoWvUM
7qONmzQvjWnzQAbBrRqKrB,https://www.youtube.com/watch?v=fHaV1jvReYo
5Skz1KxEEg75vy1SYmSiK1,https://www.youtube.com/watch?v=HMFjdj_8Fv0
0EDeblRUiwI7ICqPj4uELR,https://www.youtube.com/watch?v=KQcPmjXlSWI
50jJH3e6Cfx077fDA2CKaB,https://www.youtube.com/watch?v=0aZQQi86LEg
0HV7B3E5uzevwgj8faXO23,https://www.youtube.com/watch?v=OC9jXCV8lKc
4PhYk05ptUtiPFxe0xc3A9,https://www.youtube.com/watch?v=wD0gDZ1OMbA
1LZ8F84Vj6EAnerY7RiMUO,https://www.youtube.com/watch?v=_uy77I8Ip6Q
5oGUSKXMIJSylIEKB8xgO9,https://www.youtube.com/watch?v=gDDN80d5ciE
7r3a3qfIejvsNbzYfASg5t,https://www.youtube.com/watch?v=aaEzsk3501Q
5HDTYLf6cZ9zWUEgpfUelM,https://www.youtube.com/watch?v=vBTI59EEtD8
6w3v8zxaZpqN0kWE9Tv6YA,https://www.youtube.com/watch?v=m-ID24Zn8qM
2KjDDnjhxmF2Fpc3TTQTvj,https://www.youtube.com/watch?v=Il3jxY_uxXk
3daasuLIYWGDguYIG9g5NU,https://www.youtube.com/watch?v=H5ZIUjQKsDY
36nYS9AwMR06ph6imdjn7J,https://www.youtube.com/watch?v=NkwGt85r-X8
7Jc79lucvYoqo3YA44EG8f,https://www.youtube.com/watch?v=RNVI--FI18o
5phxjRsqcfy0B9iH5SRoSE,https://www.youtube.com/watch?v=N8TQApFYrHk
5Z5ZAONakxxXn5lX3HkqnW,https://www.youtube.com/watch?v=KXyYt4_8_4A
7MJY6QjGV2Rf4LbGt4hxEV,https://www.youtube.com/watch?v=7mGuXfsndXA
0u02vdRrcWElQp4Wpkdl0V,https://www.youtube.com/watch?v=DyPj3c_WRVI
38piSUlzLXLqHqgrxSO4zE,https://www.youtube.com/watch?v=fHZ2LqhqbrQ
5rnXS43Hx4oFYuZ3S4ARCb,https://www.youtube.com/watch?v=Za3N7ZDdjvA
1Yfj3JJIthJK1w7lRXBOhG,https://www.youtube.com/watch?v=mwivgFlLf6I
3GnCFLevVfdOgBuFtHHoSy,https://www.youtube.com/watch?v=0E1L_zqrh5k
22hmwgik7o71IiNVsCMDVF,https://www.youtube.com/watch?v=9EuBnG3c8AM
7qeber1y5eqbqQP8x9Vvle,https://www.youtube.com/watch?v=RVx5T9tkSZ4
3W3LM2eS1F81UuIjEsHXsV,https://www.youtube.com/watch?v=zh8zPWHBTQ4
0EeMLsi9eUQokrejzb7WTH,https://www.youtube.com/watch?v=4qfn2-_Puh0
1wVQepS7qZQ0P6kEzbWwAm,https://www.youtube.com/watch?v=1w11lgP0NDk
0EKos2FaZxVXNr96xi1but,https://www.youtube.com/watch?v=6Q0JsNdVyYM
0qu6cJbPDnwaWZSPqQbuId,https://www.youtube.com/watch?v=BkK2hAr3a6A
13xbNrjrXVkG55Odhf1KY1,https://www.youtube.com/watch?v=BypJJCsNKdA
58VHR19NNpBFrrL2PP06Wv,https://www.youtube.com/watch?v=H5cANj6szmA
4Js7xeys5bl6fjV4HWJLuD,https://www.youtube.com/watch?v=Y_m7iAJaM-8
6KMUMxuhY2xzCmydtudtc8,https://www.youtube.com/watch?v=-Imv2CoqIHs
5WW6WJUxZsfHF7Na5wwE02,https://www.youtube.com/watch?v=S_j3rgZ6H6A
4IGT69nbtQdRXNVIZaulOf,https://www.youtube.com/watch?v=72NUAcBwLKE
5zHvtyKQLeABXy9TEOFtaF,https://www.youtube.com/watch?v=HwOpBtDdpLA
7ep4qbiaHeOAZftzWylUoN,https://www.youtube.com/watch?v=4LVzbmU73pQ
3oofPtaueGvBqesLJuY6QK,https://www.youtube.com/watch?v=CfKIl1BJRrI
3oZaBB2M0oPJN6MiTYDYPo,https://www.youtube.com/watch?v=jLPlyNGkqtc
0aHi63Hea8hzRWUAyU3iNc,https://www.youtube.com/watch?v=sCYCp2JgQ44
4fWtzgALYlAOeUAKiWDvw2,https://www.youtube.com/watch?v=HtwnVRiG3VI
6EpWqPWFo6FwLBTQgWWiyy,https://www.youtube.com/watch?v=Hc9dehwN5jQ
3RnFo1zuRhWCAQxL6LL2nH,https://www.youtube.com/watch?v=8r0KcMCOjgA
0Rv7Ql0ImNHE4LqZFrMldi,https://www.youtube.com/watch?v=qIcQP5MfJHI
2vkkkaDiOamN4sNcCgsTE1,https://www.youtube.com/watch?v=RQEPKojT9A4
5ZexqAFpk1MGJieRWqcjnH,https://www.youtube.com/watch?v=dVDul9AbvIE
0JUmKO2Gs9eBOGeHKrMmCa,https://www.youtube.com/watch?v=YB4bnQJV5FU
0yHB5eEVelMgq6sKR9zR57,https://www.youtube.com/watch?v=_W7YIibLAkQ
0fVuPR2AVTdjpv6kgTgQ0X,https://www.youtube.com/watch?v=Mw56Y4gPyzQ
7LLoR362L3K7lFDeW29EkR,https://www.youtube.com/watch?v=e0Fl9FDisac
39JDdezxhax7XyjkRpM6Ds,https://www.youtube.com/watch?v=6m7k30rZv6I
2Y2Ydnk6XPTe4IpOTNs5Xh,https://www.youtube.com/watch?v=55M0pnIlXUk
26o1vonuhyw3zKnBgjtCZt,https://www.youtube.com/watch?v=hsUeAbfQ700
1X8E5Ad67vg9bNVRAuNHtX,https://www.youtube.com/watch?v=kSLIdSTIC54
5712EypGa7HP0wusr6zRFj,https://www.youtube.com/watch?v=FTZz7cJWVSk
7ezLCYYElreJTHe7KyuKTG,https://www.youtube.com/watch?v=MaKnjHVKyec
61SkRhKUIDaUG3CiP0XQU3,https://www.youtube.com/watch?v=DVlMOI3N14w
7BB5gcz4C28nsRblTF79oS,https://www.youtube.com/watch?v=VQkMIyDbWxY
2IqFYZ4Vocia7PmzEZh67r,https://www.youtube.com/watch?v=IyrOrRnkUlY
2arE4qsM1E9GrhpIFNdzvt,https://www.youtube.com/watch?v=28ayD9T1BiQ
6X7kFQAv7hTVh8hbmkL5ki,https://www.youtube.com/watch?v=8ElEE-DA9Cc
52cgSobe7IqFFg3MEAI8mG,https://www.youtube.com/watch?v=6ZCCPrKpiJU
4o6XKDpBHV45AaAaUWsbUV,https://www.youtube.com/watch?v=ESkgTyPpatQ
34VDLC38p8UX8shv091cdF,https://www.youtube.com/watch?v=dqHdYsaDtkg
3dEDqdhVitcETpcDQ5GhzV,https://www.youtube.com/watch?v=gaQf48wRzfw
0c9Q4XQNil1GqTOjOc5SHC,https://www.youtube.com/watch?v=7r35KGVzhOA
4zfg8VP7X4sqgniFdCRHRj,https://www.youtube.com/watch?v=To5CIl-GB_A
7xwvm8cy1JACscOSZAmg8f,https://www.youtube.com/watch?v=r3STQ1Lpv9A
2H7utq7Yei30Bd0uYXTPty,https://www.youtube.com/watch?v=ea5QaUcxju0
2HYfgg9U8L3OKpiasiq7Tq,https://www.youtube.com/watch?v=JEHCjEn1cn4
5SEgz5Bk86ePJ2R1B6DHeQ,https://www.youtube.com/watch?v=JaOFWi_wmNM
0PBQS0GycsYJ4yJJRjAIXU,https://www.youtube.com/watch?v=Y5va1LTy7xQ
37ebkeBtuT4Am3qb98HHOL,https://www.youtube.com/watch?v=Wd_XUycXeyw
6J2xHDd8AngbN46mtJ257Z,https://www.youtube.com/watch?v=gvaJJjmdxvk
18sMQCWbFai1S6IsSUAqoB,https://www.youtube.com/watch?v=Xrgv4JEvOrE
6M4L9ta9VvA7noaWHYE1BP,https://www.youtube.com/watch?v=cIjLwGexJYI
