,artist_id,name,track_id,track_name,track_artist,popularity,uri
106,4SQdUpG4f7UbkJG3cJ2Iyj,ARCA,7I8UTLiBA1ptFm04WulwhH,Prada,Arca,49,spotify:track:7I8UTLiBA1ptFm04WulwhH
107,4SQdUpG4f7UbkJG3cJ2Iyj,ARCA,0hp5IJ83YpnglsrvGfIhIN,Rakata,Arca,53,spotify:track:0hp5IJ83YpnglsrvGfIhIN
108,4SQdUpG4f7UbkJG3cJ2Iyj,ARCA,3XdXixlx3MoVzfL7pu9hx6,Time,Arca,40,spotify:track:3XdXixlx3MoVzfL7pu9hx6
109,4SQdUpG4f7UbkJG3cJ2Iyj,ARCA,0TcbMBsLnhquWjhsxIN1BW,Tiro,Arca,47,spotify:track:0TcbMBsLnhquWjhsxIN1BW
110,0PCCGZ0wGLizHt2KZ7hhA2,ARTEMAS,31rLeplcJIGfbvUBpPa9f7,MUSTANG BABY (FT. ARTEMAS),Nessa Barrett,65,spotify:track:31rLeplcJIGfbvUBpPa9f7
111,0PCCGZ0wGLizHt2KZ7hhA2,ARTEMAS,1GnTBbaFtxNkHEjUsWEdNu,cross my heart,Artemas,70,spotify:track:1GnTBbaFtxNkHEjUsWEdNu
112,0PCCGZ0wGLizHt2KZ7hhA2,ARTEMAS,1lau6K2YSP5APtkzNJxVyB,dirty little secret,Artemas,61,spotify:track:1lau6K2YSP5APtkzNJxVyB
113,0PCCGZ0wGLizHt2KZ7hhA2,ARTEMAS,7J5GcAbZ2rsWk2BzZDVog1,fancy,Artemas,63,spotify:track:7J5GcAbZ2rsWk2BzZDVog1
114,0PCCGZ0wGLizHt2KZ7hhA2,ARTEMAS,7bn5nXdatftk0CHSrd7NHQ,how could u love somebody like me?,Artemas,67,spotify:track:7bn5nXdatftk0CHSrd7NHQ
115,0PCCGZ0wGLizHt2KZ7hhA2,ARTEMAS,3iUDHA6FGAKfHX2jmgF0vO,i always kinda knew you’d be the death of me,Artemas,59,spotify:track:3iUDHA6FGAKfHX2jmgF0vO
116,0PCCGZ0wGLizHt2KZ7hhA2,ARTEMAS,3JG1uFc40wfyrqaWC7iv0e,i like the way you kiss me,Artemas,77,spotify:track:3JG1uFc40wfyrqaWC7iv0e
117,0PCCGZ0wGLizHt2KZ7hhA2,ARTEMAS,1ACA277B6f46DYCgZW8di3,if u think i'm pretty,Artemas,74,spotify:track:1ACA277B6f46DYCgZW8di3
118,0PCCGZ0wGLizHt2KZ7hhA2,ARTEMAS,6Q57LMIIjmbOBkvXe8ADW4,wet dreams,Artemas,61,spotify:track:6Q57LMIIjmbOBkvXe8ADW4
119,43UmVQp9qZILibJ5vHq21k,AUSTIN MILLZ,4QzdqbTsmFTZLCFSuDoSxs,Bad Behavior,Remi Wolf,48,spotify:track:4QzdqbTsmFTZLCFSuDoSxs
120,43UmVQp9qZILibJ5vHq21k,AUSTIN MILLZ,1BaNZOpKVM6OtBuMfpeGYX,Breathless (with Alina Baraz),Austin Millz,38,spotify:track:1BaNZOpKVM6OtBuMfpeGYX
121,43UmVQp9qZILibJ5vHq21k,AUSTIN MILLZ,5DQFUDNNpdu2l3ZyE8GHON,Feeling Good - Austin Millz Remix,Nina Simone,54,spotify:track:5DQFUDNNpdu2l3ZyE8GHON
122,43UmVQp9qZILibJ5vHq21k,AUSTIN MILLZ,0dIfJUr08iuUos2rGg9uEJ,Freeway (with Estelle),Austin Millz,36,spotify:track:0dIfJUr08iuUos2rGg9uEJ
123,43UmVQp9qZILibJ5vHq21k,AUSTIN MILLZ,5Dz6wdHlI45KAOBAfMSJRS,Gold,Austin Millz,44,spotify:track:5Dz6wdHlI45KAOBAfMSJRS
124,43UmVQp9qZILibJ5vHq21k,AUSTIN MILLZ,0fs75XwQHj1mdIWUhvNohh,Hot & Mysterious,Austin Millz,53,spotify:track:0fs75XwQHj1mdIWUhvNohh
125,43UmVQp9qZILibJ5vHq21k,AUSTIN MILLZ,4jhznF9z7jv08LIAtSZTnu,Inhale / Exhale (with Sabrina Claudio),Austin Millz,38,spotify:track:4jhznF9z7jv08LIAtSZTnu
126,43UmVQp9qZILibJ5vHq21k,AUSTIN MILLZ,0KynSPlg3g8OdZq6irgMH2,Nobody Khan (Ain't Nobody),Austin Millz,41,spotify:track:0KynSPlg3g8OdZq6irgMH2
127,43UmVQp9qZILibJ5vHq21k,AUSTIN MILLZ,2F0XRoBVcgUcqOtSvhZ2dj,TURBINA,Farruko,39,spotify:track:2F0XRoBVcgUcqOtSvhZ2dj
128,43UmVQp9qZILibJ5vHq21k,AUSTIN MILLZ,7aiIY5CiuTP7htW4grQuaO,UNBOUND - Austin Millz Remix,MICHELLE,34,spotify:track:7aiIY5CiuTP7htW4grQuaO
129,4YrKBkKSVeqDamzBPWVnSJ,BASEMENT JAXX,1zjtfh71vSlbkd6MUt5hoy,4 My People - Basement Jaxx Remix; Radio Edit,Missy Elliott,25,spotify:track:1zjtfh71vSlbkd6MUt5hoy
130,4YrKBkKSVeqDamzBPWVnSJ,BASEMENT JAXX,08DeDU0qAaNSZ36YVCsBJW,Do Your Thing,Basement Jaxx,45,spotify:track:08DeDU0qAaNSZ36YVCsBJW
131,4YrKBkKSVeqDamzBPWVnSJ,BASEMENT JAXX,1loMHOGpWEgh1cFvpoSZf0,Good Luck,Basement Jaxx,41,spotify:track:1loMHOGpWEgh1cFvpoSZf0
132,4YrKBkKSVeqDamzBPWVnSJ,BASEMENT JAXX,0rYwzyMn3sPOubTVrVDURJ,Oh My Gosh,Basement Jaxx,15,spotify:track:0rYwzyMn3sPOubTVrVDURJ
